,motor_name,motor_price,listing_type,brand,model,engine_cap,classification,reg_date,coe_exp_date,mileage,no_of_owners,type_of_vehicle
898,Ducati Streetfighter V4,0,-,Ducati,Ducati Streetfighter V4,1103cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
899,Ducati Superleggera V4,0,-,Ducati,Ducati Superleggera V4,998cc,Class 2,00/00/00,00/00/00,0km,0,Sport Bikes
900,Ducati SuperSport,0,-,Ducati,Ducati SuperSport,937cc,Class 2,00/00/00,00/00/00,0km,0,Sport Bikes
901,Ducati SuperSport S,0,-,Ducati,Ducati SuperSport S,937cc,Class 2,00/00/00,00/00/00,0km,0,Sport Bikes
902,Ducati XDiavel,0,-,Ducati,Ducati XDiavel,1262cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
903,Ducati XDiavel Black Star,0,-,Ducati,Ducati XDiavel Black Star,1262cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
904,Ducati XDiavel S,0,-,Ducati,Ducati XDiavel S,1262cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
905,Gilera Fuoco 500 I.E.,0,-,Gilera,Gilera Fuoco 500 I.E.,493cc,Class 2,00/00/00,00/00/00,0km,0,Three Wheeler
906,Gilera ST200 Runner,0,-,Gilera,Gilera ST200 Runner,198cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
907,Harley Davidson 1200 Custom,0,-,Harley Davidson,Harley Davidson 1200 Custom,1202cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
908,Harley Davidson Breakout,0,-,Harley Davidson,Harley Davidson Breakout,1868cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
909,Harley Davidson CVO Limited,0,-,Harley Davidson,Harley Davidson CVO Limited,1923cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
910,Harley Davidson CVO Road Glide,0,-,Harley Davidson,Harley Davidson CVO Road Glide,1923cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
911,Harley Davidson CVO Street Glide,0,-,Harley Davidson,Harley Davidson CVO Street Glide,1923cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
912,Harley Davidson Deluxe,0,-,Harley Davidson,Harley Davidson Deluxe,1745cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
913,Harley Davidson Electra Glide Ultra Classic,0,-,Harley Davidson,Harley Davidson Electra Glide Ultra Classic,1746cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
914,Harley Davidson Fat Bob,0,-,Harley Davidson,Harley Davidson Fat Bob,1745cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
915,Harley Davidson Fat Boy,0,-,Harley Davidson,Harley Davidson Fat Boy,1745cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
916,Harley Davidson Forty-Eight,0,-,Harley Davidson,Harley Davidson Forty-Eight,1202cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
917,Harley Davidson Forty-Eight Special,0,-,Harley Davidson,Harley Davidson Forty-Eight Special,1202cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
918,Harley Davidson Freewheeler,0,-,Harley Davidson,Harley Davidson Freewheeler,1868cc,Class 2,00/00/00,00/00/00,0km,0,Three Wheeler
919,Harley Davidson FXDR 114,0,-,Harley Davidson,Harley Davidson FXDR 114,1868cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
920,Harley Davidson Heritage Classic,0,-,Harley Davidson,Harley Davidson Heritage Classic,1745cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
921,Harley Davidson Iron 1200,0,-,Harley Davidson,Harley Davidson Iron 1200,1202cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
922,Harley Davidson Iron 883,0,-,Harley Davidson,Harley Davidson Iron 883,883cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
923,Harley Davidson LiveWire,0,-,Harley Davidson,Harley Davidson LiveWire,0cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
924,Harley Davidson Low Rider,0,-,Harley Davidson,Harley Davidson Low Rider,1745cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
925,Harley Davidson Road Glide,0,-,Harley Davidson,Harley Davidson Road Glide,1745cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
926,Harley Davidson Road Glide Special,0,-,Harley Davidson,Harley Davidson Road Glide Special,1868cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
927,Harley Davidson Road Glide Ultra,0,-,Harley Davidson,Harley Davidson Road Glide Ultra,1746cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
928,Harley Davidson Road King,0,-,Harley Davidson,Harley Davidson Road King,1745cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
929,Harley Davidson Road King Special,0,-,Harley Davidson,Harley Davidson Road King Special,1745cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
930,Harley Davidson Roadster,0,-,Harley Davidson,Harley Davidson Roadster,1202cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
931,Harley Davidson Softail Slim,0,-,Harley Davidson,Harley Davidson Softail Slim,1745cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
932,Harley Davidson Sport Glide,0,-,Harley Davidson,Harley Davidson Sport Glide,1745cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
933,Harley Davidson Street 500,0,-,Harley Davidson,Harley Davidson Street 500,494cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
934,Harley Davidson Street 750,0,-,Harley Davidson,Harley Davidson Street 750,749cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
935,Harley Davidson Street Bob,0,-,Harley Davidson,Harley Davidson Street Bob,1745cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
936,Harley Davidson Street Glide,0,-,Harley Davidson,Harley Davidson Street Glide,1745cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
937,Harley Davidson Street Glide Special,0,-,Harley Davidson,Harley Davidson Street Glide Special,1868cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
938,Harley Davidson Street Rod,0,-,Harley Davidson,Harley Davidson Street Rod,749cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
939,Harley Davidson SuperLow,0,-,Harley Davidson,Harley Davidson SuperLow,883cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
940,Harley Davidson Tri Glide Ultra,0,-,Harley Davidson,Harley Davidson Tri Glide Ultra,1868cc,Class 2,00/00/00,00/00/00,0km,0,Three Wheeler
941,Harley Davidson Ultra Limited,0,-,Harley Davidson,Harley Davidson Ultra Limited,1746cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
942,Harley Davidson Ultra Limited Low,0,-,Harley Davidson,Harley Davidson Ultra Limited Low,1746cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
943,Honda Adv 150,0,-,Honda,Honda Adv 150,150cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
944,Honda Adv 150,0,-,Honda,Honda Adv 150,150cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
945,Honda Adv 160,0,-,Honda,Honda Adv 160,157cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
946,Honda Adv 160,0,-,Honda,Honda Adv 160,157cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
947,Honda Adv 350,0,-,Honda,Honda Adv 350,330cc,Class 2A,00/00/00,00/00/00,0km,0,Scooters
948,Honda CB1000R,0,-,Honda,Honda CB1000R,998cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
949,Honda CB1000R,0,-,Honda,Honda CB1000R,998cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
950,Honda CB1100,0,-,Honda,Honda CB1100,1140cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
951,Honda CB1100 EX,0,-,Honda,Honda CB1100 EX,1140cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
952,Honda CB125F,0,-,Honda,Honda CB125F,125cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
953,Honda CB125F,0,-,Honda,Honda CB125F,125cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
954,Honda CB125R,0,-,Honda,Honda CB125R,125cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
955,Honda CB125R,0,-,Honda,Honda CB125R,125cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
956,Honda CB1300 Super 4 SP 30th Anniversary,0,-,Honda,Honda CB1300 Super 4 SP 30th Anniversary,1284cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
957,Honda CB1300 Super Bold'or SP 30th Anniversary,0,-,Honda,Honda CB1300 Super Bold'or SP 30th Anniversary,1284cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
958,Honda CB150R ExMotion,0,-,Honda,Honda CB150R ExMotion,149cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
959,Honda CB150R Streetster,0,-,Honda,Honda CB150R Streetster,149cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
960,Honda CB150X,0,-,Honda,Honda CB150X,149cc,Class 2B,00/00/00,00/00/00,0km,0,Sport Tourers
961,Honda CB190R,0,-,Honda,Honda CB190R,184cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
962,Honda CB190R,0,-,Honda,Honda CB190R,184cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
963,Honda CB190R Repsol,0,-,Honda,Honda CB190R Repsol,184cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
964,Honda CB190SS,0,-,Honda,Honda CB190SS,184cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
965,Honda CB190X Tourism,0,-,Honda,Honda CB190X Tourism,184cc,Class 2B,00/00/00,00/00/00,0km,0,Sport Tourers
966,Honda CB200X,0,-,Honda,Honda CB200X,184cc,Class 2B,00/00/00,00/00/00,0km,0,Sport Tourers
967,Honda CB300F,0,-,Honda,Honda CB300F,286cc,Class 2A,00/00/00,00/00/00,0km,0,Street Bikes
968,Honda CB300R,0,-,Honda,Honda CB300R,286cc,Class 2A,00/00/00,00/00/00,0km,0,Street Bikes
969,Honda CB350 Hness,0,-,Honda,Honda CB350 Hness,348cc,Class 2A,00/00/00,00/00/00,0km,0,Street Bikes
970,Honda CB400 Super 4 Revo,0,-,Honda,Honda CB400 Super 4 Revo,399cc,Class 2A,00/00/00,00/00/00,0km,0,Street Bikes
971,Honda CB400 Super 4 Revo,0,-,Honda,Honda CB400 Super 4 Revo,399cc,Class 2A,00/00/00,00/00/00,0km,0,Street Bikes
972,Honda CB400 Super 4 SE Bold'or,0,-,Honda,Honda CB400 Super 4 SE Bold'or,399cc,Class 2A,00/00/00,00/00/00,0km,0,Street Bikes
973,Honda CB400F,0,-,Honda,Honda CB400F,399cc,Class 2A,00/00/00,00/00/00,0km,0,Street Bikes
974,Honda CB400X,0,-,Honda,Honda CB400X,399cc,Class 2A,00/00/00,00/00/00,0km,0,Sport Tourers
975,Honda CB400X,0,-,Honda,Honda CB400X,399cc,Class 2A,00/00/00,00/00/00,0km,0,Sport Tourers
976,Honda CB500F,0,-,Honda,Honda CB500F,471cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
977,Honda CB500X,0,-,Honda,Honda CB500X,471cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
978,Honda CB650F,0,-,Honda,Honda CB650F,649cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
979,Honda CB650R,0,-,Honda,Honda CB650R,649cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
980,Honda CBF150,0,-,Honda,Honda CBF150,149cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
981,Honda CBF190TR Scrambler,0,-,Honda,Honda CBF190TR Scrambler,184cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
982,Honda CBF190X Fighthawk,0,-,Honda,Honda CBF190X Fighthawk,184cc,Class 2B,00/00/00,00/00/00,0km,0,Sport Tourers
983,Honda CBR1000R Fireblade,0,-,Honda,Honda CBR1000R Fireblade,999cc,Class 2,00/00/00,00/00/00,0km,0,Sport Bikes
984,Honda CBR1000RR,0,-,Honda,Honda CBR1000RR,999cc,Class 2,00/00/00,00/00/00,0km,0,Sport Bikes
985,Honda CBR1000RR SP1,0,-,Honda,Honda CBR1000RR SP1,999cc,Class 2,00/00/00,00/00/00,0km,0,Sport Bikes
986,Honda CBR150R,0,-,Honda,Honda CBR150R,149cc,Class 2B,00/00/00,00/00/00,0km,0,Sport Bikes
987,Honda CBR250R,0,-,Honda,Honda CBR250R,249cc,Class 2A,00/00/00,00/00/00,0km,0,Sport Bikes
988,Honda CBR250RR,0,-,Honda,Honda CBR250RR,249cc,Class 2A,00/00/00,00/00/00,0km,0,Sport Bikes
989,Honda CBR300R,0,-,Honda,Honda CBR300R,286cc,Class 2A,00/00/00,00/00/00,0km,0,Sport Bikes
990,Honda CBR400R,0,-,Honda,Honda CBR400R,399cc,Class 2A,00/00/00,00/00/00,0km,0,Sport Bikes
991,Honda CBR500R,0,-,Honda,Honda CBR500R,471cc,Class 2,00/00/00,00/00/00,0km,0,Sport Bikes
992,Honda CBR600RR,0,-,Honda,Honda CBR600RR,599cc,Class 2,00/00/00,00/00/00,0km,0,Sport Bikes
993,Honda CBR650F,0,-,Honda,Honda CBR650F,649cc,Class 2,00/00/00,00/00/00,0km,0,Sport Bikes
994,Honda CBR650R,0,-,Honda,Honda CBR650R,649cc,Class 2,00/00/00,00/00/00,0km,0,Sport Bikes
995,Honda CRF1000L Africa Twin,0,-,Honda,Honda CRF1000L Africa Twin,998cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
996,Honda CRF1000L Africa Twin Adventure Sports,0,-,Honda,Honda CRF1000L Africa Twin Adventure Sports,998cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
997,Honda CRF1100 Africa Twin,0,-,Honda,Honda CRF1100 Africa Twin,1084cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
998,Honda CRF1100 Africa Twin Adventure Sports,0,-,Honda,Honda CRF1100 Africa Twin Adventure Sports,1084cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
999,Honda CRF190L,0,-,Honda,Honda CRF190L,184cc,Class 2B,00/00/00,00/00/00,0km,0,Sport Tourers
1000,Honda CRF250L,0,-,Honda,Honda CRF250L,249cc,Class 2A,00/00/00,00/00/00,0km,0,Scrambler/Dirt Bike
1001,Honda CRF250R,0,-,Honda,Honda CRF250R,249cc,Class 2A,00/00/00,00/00/00,0km,0,Scrambler/Dirt Bike
1002,Honda CRF250X,0,-,Honda,Honda CRF250X,249cc,Class 2A,00/00/00,00/00/00,0km,0,Scrambler/Dirt Bike
1003,Honda CRF300L,0,-,Honda,Honda CRF300L,286cc,Class 2A,00/00/00,00/00/00,0km,0,Scrambler/Dirt Bike
1004,Honda CRF450L,0,-,Honda,Honda CRF450L,449cc,Class 2,00/00/00,00/00/00,0km,0,Scrambler/Dirt Bike
1005,Honda CRF450R,0,-,Honda,Honda CRF450R,449cc,Class 2,00/00/00,00/00/00,0km,0,Scrambler/Dirt Bike
1006,Honda CRF450X,0,-,Honda,Honda CRF450X,449cc,Class 2,00/00/00,00/00/00,0km,0,Scrambler/Dirt Bike
1007,Honda CTX700 DCT,0,-,Honda,Honda CTX700 DCT,670cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1008,Honda CTX700N,0,-,Honda,Honda CTX700N,670cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1009,Honda F6B Goldwing,0,-,Honda,Honda F6B Goldwing,1832cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1010,Honda FJS400D SilverWing,0,-,Honda,Honda FJS400D SilverWing,399cc,Class 2A,00/00/00,00/00/00,0km,0,Scooters
1011,Honda Forza 125,0,-,Honda,Honda Forza 125,125cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1012,Honda Forza 300,0,-,Honda,Honda Forza 300,279cc,Class 2A,00/00/00,00/00/00,0km,0,Scooters
1013,Honda Forza 300,0,-,Honda,Honda Forza 300,279cc,Class 2A,00/00/00,00/00/00,0km,0,Scooters
1014,Honda Forza 350,0,-,Honda,Honda Forza 350,330cc,Class 2A,00/00/00,00/00/00,0km,0,Scooters
1015,Honda Forza 750,0,-,Honda,Honda Forza 750,745cc,Class 2,00/00/00,00/00/00,0km,0,Scooters
1016,Honda Forza 750,0,-,Honda,Honda Forza 750,745cc,Class 2,00/00/00,00/00/00,0km,0,Scooters
1017,Honda GB350,0,-,Honda,Honda GB350,348cc,Class 2A,00/00/00,00/00/00,0km,0,Street Bikes
1018,Honda GB350S,0,-,Honda,Honda GB350S,348cc,Class 2A,00/00/00,00/00/00,0km,0,Street Bikes
1019,Honda GB350S,0,-,Honda,Honda GB350S,348cc,Class 2A,00/00/00,00/00/00,0km,0,Street Bikes
1020,Honda GL1800 Goldwing,0,-,Honda,Honda GL1800 Goldwing,1833cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1021,Honda GL1800A Goldwing,0,-,Honda,Honda GL1800A Goldwing,1833cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1022,Honda GLS200 Tiger,0,-,Honda,Honda GLS200 Tiger,200cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
1023,Honda Hornet 2.0,0,-,Honda,Honda Hornet 2.0,184cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
1024,Honda Monkey 125,0,-,Honda,Honda Monkey 125,125cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
1025,Honda MSX125,0,-,Honda,Honda MSX125,124cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
1026,Honda MSX125,0,-,Honda,Honda MSX125,124cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
1027,Honda NC700X,0,-,Honda,Honda NC700X,670cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1028,Honda NC750D Integra,0,-,Honda,Honda NC750D Integra,745cc,Class 2,00/00/00,00/00/00,0km,0,Scooters
1029,Honda NC750S,0,-,Honda,Honda NC750S,745cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1030,Honda NC750X,0,-,Honda,Honda NC750X,745cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1031,Honda NC750XA,0,-,Honda,Honda NC750XA,745cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1032,Honda NC750XA,0,-,Honda,Honda NC750XA,745cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1033,Honda NM4 Vultus,0,-,Honda,Honda NM4 Vultus,670cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
1034,Honda PCX125,0,-,Honda,Honda PCX125,125cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1035,Honda PCX150,0,-,Honda,Honda PCX150,149cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1036,Honda PCX150,0,-,Honda,Honda PCX150,149cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1037,Honda PCX160,0,-,Honda,Honda PCX160,157cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1038,Honda PCX160,0,-,Honda,Honda PCX160,157cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1039,Honda Rebel 300,0,-,Honda,Honda Rebel 300,286cc,Class 2A,00/00/00,00/00/00,0km,0,Cruiser
1040,Honda Rebel 500,0,-,Honda,Honda Rebel 500,471cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
1041,Honda Rebel 500,0,-,Honda,Honda Rebel 500,471cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
1042,Honda Revo X,0,-,Honda,Honda Revo X,110cc,Class 2B,00/00/00,00/00/00,0km,0,Cubs
1043,Honda RR150,0,-,Honda,Honda RR150,150cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
1044,Honda RS150R Winner,0,-,Honda,Honda RS150R Winner,150cc,Class 2B,00/00/00,00/00/00,0km,0,Cubs
1045,Honda RS150R Winner,0,-,Honda,Honda RS150R Winner,150cc,Class 2B,00/00/00,00/00/00,0km,0,Cubs
1046,Honda Shadow Phantom,0,-,Honda,Honda Shadow Phantom,745cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
1047,Honda ST1300A Pan-European,0,-,Honda,Honda ST1300A Pan-European,1261cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1048,Honda Super Cub C125,0,-,Honda,Honda Super Cub C125,125cc,Class 2B,00/00/00,00/00/00,0km,0,Cubs
1049,Honda Supra GTR150,0,-,Honda,Honda Supra GTR150,150cc,Class 2B,00/00/00,00/00/00,0km,0,Cubs
1050,Honda Vario 160,0,-,Honda,Honda Vario 160,157cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1051,Honda VFR1200,0,-,Honda,Honda VFR1200,1237cc,Class 2,00/00/00,00/00/00,0km,0,Sport Bikes
1052,Honda VFR1200X Crosstourer,0,-,Honda,Honda VFR1200X Crosstourer,1237cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1053,Honda VFR800F Interceptor,0,-,Honda,Honda VFR800F Interceptor,782cc,Class 2,00/00/00,00/00/00,0km,0,Sport Bikes
1054,Honda VFR800X CrossRunner,0,-,Honda,Honda VFR800X CrossRunner,782cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1055,Honda Vision,0,-,Honda,Honda Vision,108cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1056,Honda VT1300CX Fury,0,-,Honda,Honda VT1300CX Fury,1312cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
1057,Honda Wave125i,0,-,Honda,Honda Wave125i,125cc,Class 2B,00/00/00,00/00/00,0km,0,Cubs
1058,Honda Wave125i,0,-,Honda,Honda Wave125i,125cc,Class 2B,00/00/00,00/00/00,0km,0,Cubs
1059,Honda Winner X 150,0,-,Honda,Honda Winner X 150,149cc,Class 2B,00/00/00,00/00/00,0km,0,Cubs
1060,Honda X-Adv 750,0,-,Honda,Honda X-Adv 750,745cc,Class 2,00/00/00,00/00/00,0km,0,Scooters
1061,Honda X-Adv 750,0,-,Honda,Honda X-Adv 750,745cc,Class 2,00/00/00,00/00/00,0km,0,Scooters
1062,Honda XR650L,0,-,Honda,Honda XR650L,644cc,Class 2,00/00/00,00/00/00,0km,0,Scrambler/Dirt Bike
1063,Husqvarna 701 Supermoto,0,-,Husqvarna,Husqvarna 701 Supermoto,692cc,Class 2,00/00/00,00/00/00,0km,0,Super Motards
1064,Husqvarna FS450,0,-,Husqvarna,Husqvarna FS450,450cc,Class 2,00/00/00,00/00/00,0km,0,Super Motards
1065,Husqvarna Svartpilen 200,0,-,Husqvarna,Husqvarna Svartpilen 200,199cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
1066,Husqvarna Svartpilen 401,0,-,Husqvarna,Husqvarna Svartpilen 401,373cc,Class 2A,00/00/00,00/00/00,0km,0,Street Bikes
1067,Husqvarna Svartpilen 701,0,-,Husqvarna,Husqvarna Svartpilen 701,692cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1068,Husqvarna TE125,0,-,Husqvarna,Husqvarna TE125,124cc,Class 2B,00/00/00,00/00/00,0km,0,Super Motards
1069,Husqvarna Vitpilen 401,0,-,Husqvarna,Husqvarna Vitpilen 401,373cc,Class 2A,00/00/00,00/00/00,0km,0,Street Bikes
1070,Husqvarna Vitpilen 701,0,-,Husqvarna,Husqvarna Vitpilen 701,693cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1071,Hyosung GD250R,0,-,Hyosung,Hyosung GD250R,249cc,Class 2A,00/00/00,00/00/00,0km,0,Sport Bikes
1072,Hyosung GD450N,0,-,Hyosung,Hyosung GD450N,249cc,Class 2A,00/00/00,00/00/00,0km,0,Street Bikes
